,0,1,2,3,4,5,6
0,"Area and production of lentil (masur), mug and maize crops 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila Upazila 1,Lentil (masur) Area 2,Lentil (masur) Production 3,Mug Area 4,Mug Production 5,Maize Area 6,Maize Production 7
3,Atgharia,144,47,0,0,35,68
4,Bera,1065,372,4,1,0,0
5,Bhangura,279,70,0,0,7,9
6,Chatmohar,275,82,0,0,236,107
7,Faridpur,100,38,0,0,0,0
8,Ishwardi,7262,3485,3092,1236,7,8
9,Pabna Sadar,13757,6108,365,156,222,582
10,Santhia,826,425,0,0,37,118
11,Sujanagar,975,433,18,5,0,0
12,Total,24685,11063,3483,1403,550,899
