,0,1,2,3,4,5,6,7
0,Number of jute mill and worker 2011,,,,,,,
1,,,,,,,,
2,Upazila Upazila 1,Number of mill Number of mill 2,Number of loom (installed) Number of loom (installed) 3,Number of loom Operative 4,Number of loom Non- operational 5,Number of worker Permanent 6,Number of worker Temporary 7,Number of worker Total 8
3,Atgharia,0,0,0,0,0,0,0
4,Bera,0,0,0,0,0,0,0
5,Bhangura,0,0,0,0,0,0,0
6,Chatmohar,0,0,0,0,0,0,0
7,Faridpur,0,0,0,0,0,0,0
8,Ishwardi,1,128,110,18,450,400,850
9,Pabna Sadar,0,0,0,0,0,0,0
10,Santhia,0,0,0,0,0,0,0
11,Sujanagar,2,30,30,0,12,255,267
12,Total,3,158,140,18,462,655,1117
