,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,"(Taka, kg)",,,,,,,
2,Upazila 1,Fine rice (minicate) 2,Medium rice 3,Coarse rice (normal rice) 4,Wheat 5,Coarse flour (aata) 6,Potato 7,Soyabean oil 8
3,Atgharia,44,30,25,20,30,10,120
4,Bera,42,36,30,20,23,15,125
5,Bhangura,45,35,30,22,26,15,120
6,Chatmohar,40,32,23,22,30,15,120
7,Faridpur,42,29,26,17,24,12,115
8,Ishwardi,40,35,26,22,26,12,122
9,Pabna Sadar,44,38,26,22,28,12,132
10,Santhia,44,38,32,20,28,10,125
11,Sujanagar,42,30,27,17,27,8,125
12,Average,43,34,27,20,27,12,126
