,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Fulchhari,6,18,0,18,70,56,126,7
4,Gaibandha Sadar,43,137,35,172,289,278,567,3
5,Gobindaganj,90,320,40,360,8400,5565,14065,39
6,Palashbari,8,32,0,32,480,445,925,29
7,Sadullapur,66,180,51,231,6850,5500,12350,53
8,Saghata,10,42,8,50,622,425,1047,21
9,Sundarganj,18,78,12,90,1020,1140,2160,14
10,Total,241,807,146,953,17731,13409,31240,33
