,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Bagatipara,0,0,2,10
4,Baraigram,57,308,63,338
5,Gurudaspur,78,210,66,162
6,Lalpur,24,117,28,138
7,Natore Sadar,45,1440,50,1600
8,Singra,0,0,0,0
9,Total,204,2075,207,2238
