,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,(In acre),,,,,,,
2, Upazila,Irrigation management - Power pump,Irrigation management - Tube well,Irrigation management - Doon,Irrigation management - Swing basket,Irrigation management - Canal,Irrigation management - Others, Total
3,Bagatipara,460,16990,90,90,0,0,17630
4,Baraigram,180,2,5,0,0,0,187
5,Gurudaspur,3185,562,292,335,416,137,4927
6,Lalpur,0,0,0,0,0,10325,10325
7,Natore Sadar,12300,40250,700,70,0,0,53320
8,Singra,914,0,0,0,0,0,914
9,Total,17039,57804,1087,495,416,10462,87303
