,0,1,2,3,4,5,6
0,"Area and production of lentil (masur), mug and maize crops 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Lentil (Masur) - Area,Lentil (Masur) - Production,Mug - Area,Mug - Production,Maize - Area,Maize - Production
3,Bagatipara,5440,1959,4110,884,2,4
4,Baraigram,8715,3453,11710,2636,2.5,2
5,Gurudaspur,420,200,5495,1481,96,43
6,Lalpur,242,118,31,11,0,0
7,Natore Sadar,4595,7571,2600,5070,810,4757
8,Singra,2346,1425,691,364,494,1400
9,Total,21758,14726,24637,10446,1404.5,6206
