,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank - Number of  branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of  branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
3,Bagatipara,0,0,0,0,0,0,0,0,0,0
4,Baraigram,0,0,0,0,0,1,5200,1400,835,40
5,Gurudaspur,0,0,0,0,0,0,0,0,0,0
6,Lalpur,0,0,0,0,0,1,4166,348,20,0
7,Natore Sadar,1,2355,395,19,9,1,2014,306,12,4
8,Singra,0,0,0,0,0,0,0,0,0,0
9,Total,1,2355,395,19,9,3,11380,2054,867,44
