,0,1,2,3
0,Length of railway and water way 2011,,,
1,(Kilometer),,,
2, Upazila,"Total railway (all broad gage, meter gage & duel gage)",Water way in monsoon (river + canal),Water way round the year (river + canal)
3,Bagatipara,12,32,0
4,Baraigram,0,0,0
5,Gurudaspur,0,110,87
6,Lalpur,24,10,0
7,Natore Sadar,34,4.3,4.3
8,Singra,0,300,500
9,Total,70,456.3,591.3
