,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,,,,,
2,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Bagatipara,0,0,0,0
4,Baraigram,167,58,205,64
5,Gurudaspur,13,10,41,14
6,Lalpur,11,12,28,20
7,Natore Sadar,0,0,0,0
8,Singra,0,0,0,0
9,Total,191,80,274,98
