,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,Dhaka,,,,,,,
2,,,,,,,,
3, Upazila, Household,Population - Male,Population - Female,Population - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
4,Dhaka Metropolitan,2034146,4931802,3974237,8906039,125,8.42,30551
5,Dhamrai,94776,207078,205340,412418,101,4.29,1342
6,Dohar,49400,107041,119398,226439,90,4.56,1402
7,Keraniganj,177970,421809,372551,794360,113,4.42,4760
8,Nawabganj,70757,149298,169513,318811,88,4.47,1302
9,Savar,359084,738764,647146,1385910,114,3.77,4948
10,Total,2786133,6555792,5488185,12043977,119,4.21,8229
