,0,1,2,3
0,Daily average wage rate of agricultural labour 2011,,,
1,Dhaka,,,
2,,,,
3,(Rate in taka) -  Upazila,(Rate in taka) - Labour - Male,(Rate in taka) - Labour - Female,(Rate in taka) - Labour - Child (under 15 years old)
4,Dhaka Metropolitan,350,300,150
5,Dhamrai,270,200,100
6,Dohar,250,200,125
7,Keraniganj,300,200,150
8,Nawabganj,250,150,120
9,Savar,270,200,150
10,Average,282,208,133
