,0,1,2,3,4,5
0,Police personnel and criminal offences by municipality 2011,,,,,
1,Kushtia,,,,,
2,,,,,,
3,Upazila,Police personnel,Ansar personnel,VDP personnel,Autonomous bodies,Local govt. employee
4,Kushtia Sadar,400,548,7808,156,208
5,Bheramara,46,324,4672,247,48
6,Daulatpur,0,0,0,0,2
7,Khoksa,18,9,3535,114,99
8,Kumarkhali,46,1430,2080,78,121
9,Mirpur,117,516,9728,47,108
10,Total,627,2827,27823,642,586
