,0,1,2,3
0,Number of co-operative society 2011,,,
1,,,,
2,Upazila,Number,Number of Employees,Number of Client
3,Kushtia Sadar,352,5,22853
4,Bheramara,120,12,3958
5,Daulatpur,506,25,20711
6,Khoksa,55,42,2475
7,Kumarkhali,305,13,21959
8,Mirpur,235,302,11556
9,Total,1573,399,83512
