,0,1,2,3,4
0,Number of co-operative society and membe 2011,,,,
1,,,,,
2, Upazila,Number of co-operative societies,Number of members,Number of members, Both sex
3, Upazila,Number of co-operative societies,Male,Female, Both sex
4,Chandpur Sadar,603,31004,3677,34681
5,Foridganj,459,28685,9561,38246
6,Haimchar,36,600,120,720
7,Hajiganj,160,12798,780,13578
8,Kachua,283,9970,3142,13112
9,Matlab Dakshin,356,8491,1923,10414
10,Matlab Uttar,245,3000,2000,5000
11,Shahrasti,228,8918,1182,10100
12,Total,2370,103466,22385,125851
