,0,1,2,3,4,5,6,7,8
0,"Number of Non-government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Chandpur Sadar,3,50,23,73,887,947,1834,25
5,Foridganj,4,72,22,94,1421,1496,2917,31
6,Haimchar,1,15,7,22,429,453,882,40
7,Hajiganj,4,88,14,102,857,1105,1962,19
8,Kachua,6,122,30,152,1764,2702,4466,29
9,Matlab Dakshin,4,75,28,103,1848,2140,3988,39
10,Matlab Uttar,4,90,16,106,800,600,1400,13
11,Shahrasti,4,90,31,121,1744,2120,3864,32
12,Total,30,602,171,773,9750,11563,21313,29
