,0,1,2,3,4
0,Number of oil mill and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Adarsha Sadar,2,2,12,14
4,Barura,0,0,0,0
5,Brahmanpara,2,4,3,7
6,Burichang,0,0,0,0
7,Chandina,2,3,12,15
8,Chauddagram,0,0,0,0
9,Comilla Sadar Dakshin,5,15,45,60
10,Daudkandi,9,13,18,31
11,Debidwar,1,1,5,6
12,Homna,10,10,10,20
13,Laksam,13,16,130,146
14,Monoharganj,0,0,0,0
15,Meghna,1,2,2,4
16,Muradnagar,5,10,10,20
17,Nangalkot,0,0,0,0
18,Titas,3,5,3,8
19,Total,53,81,250,331
