,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,,,,,
2,Upazila,Number of co-operative society,Number of member - Male,Number of member - Female,Total
3,Adarsha Sadar,458,27532,16320,43852
4,Barura,267,8267,3544,11811
5,Brahmanpara,67,3166,547,3713
6,Burichang,257,2070,1373,3443
7,Chandina,445,20109,6000,26109
8,Chauddagram,242,14095,4140,18235
9,Comilla Sadar Dakshin,354,16002,2451,18453
10,Daudkandi,451,12372,689,13061
11,Debidwar,187,584,912,1496
12,Homna,74,3440,173,3613
13,Laksam,242,3025,1015,4040
14,Monoharganj,79,816,442,1258
15,Meghna,52,1040,0,1040
16,Muradnagar,315,12445,2086,14531
17,Nangalkot,228,17186,2015,19201
18,Titas,45,2380,50,2430
19,Total,3763,144529,41757,186286
