,0,1,2,3
0,"Number of vocational institutes by municipality, city corporation 2011",,,
1,Municipality,Number of Institution,Number of teacher,Number of student
2,Gangni,2,25,467
3,Mujibnagar,0,0,0
4,Meherpur Sadar,3,11,282
5,Total,5,36,749
