,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka)
2,Upazila,"Brick-01
(per1000)","Cement
(per 50 kg bag)","Iron bar
(per ton)","Sand-01
(per c.f.t.)","Sand -02
(per c.f.t.)","Stone
(per c.f.t.)"
3,Chakaria,7000,440,72000,14,10,90
4,Cox's Bazar Sadar,7000,450,78000,27,25,120
5,Kutubdia,6500,470,62000,25,8,120
6,Moheshkhali,7000,450,72000,20,18,35
7,Pekua,7000,450,6000,25,12,90
8,Ramu,6000,448,58500,22,20,0
9,Teknaf,7000,400,60000,28,18,90
10,Ukhia,7000,380,5600,80,15,130
11,Average,6813,436,51763,30,16,84
