,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3,Upazila,2010-11,2010-11,2009-10,2009-10
4,Upazila,Area,Production,Area,Production
5,Chakaria,75,236,75,236
6,Cox's Bazar Sadar,660,3989,660,580
7,Kutubdia,970,8611,961,8520
8,Moheshkhali,8,9,8,9
9,Pekua,18,107,17,105
10,Ramu,1250,1500,1200,1400
11,Teknaf,65,55,64,55
12,Ukhia,26,153,25,153
13,Total,3070,14660,3009,11058
