,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,(In acre),,,,,,,
2,"
Upazila",Irrigation management,Irrigation management,Irrigation management,Irrigation management,Irrigation management,Irrigation management,"
Total"
3,"
Upazila","Power
pump",Tube well,Doon,"Swing
basket",Canal,Others,"
Total"
4,Chakaria,31250,800,7500,200,0,0,38750
5,Cox's Bazar Sadar,16240,0,0,0,2,0,16242
6,Kutubdia,3120,320,1500,250,310,355,5855
7,Moheshkhali,10000,0,0,0,0,285,10285
8,Pekua,11374,0,200,0,70,20,11666
9,Ramu,17485,110,540,0,0,1990,20125
10,Teknaf,988,0,887,321,260,310,2766
11,Ukhia,2761,0,0,0,0,2855,5616
12,Total,93218,1230,10627,771,642,5815,111305
