,0,1,2,3
0,Number of deep tube-well scheme 2010-11,,,
1,Rajbari,,,
2,,,,
3,Upazila,Number of deep tube-well - Commissioned,Number of deep tube-well - Operated,Area irrigated (In acre)
4,Baliakandi,27,18,543
5,Goalanda,0,3,106
6,Kalukhali,4,13,1062
7,Pangsha,0,40,9200
8,Rajbari Sadar,73,0,2190
9,Total,104,74,13101
