,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,,,,,,,
2, Upazila,Cow & buffalo - Holding number,Cow & buffalo - Number of animal,Goat - Holding number,Goat - Number of goat,Sheep - Holding number,Sheep - Number of sheep
3,Bhurungamari,19,120,0,0,0,0
4,Char Rajibpur,7579,19111,5835,13927,1993,4361
5,Chilmari,1572,6288,750,3750,200,1200
6,Kurigram Sadar,9120,45556,5605,22420,537,1612
7,Nageshwari,14,105,98,1675,0,0
8,Phulbari,3285,44298,5980,25259,1500,6042
9,Rajarhat,38,466,3,60,0,0
10,Raumari,17396,45645,13029,29338,5203,11361
11,Ulipur,18000,78758,9500,42725,3900,10575
12,Total,57023,194747.645,40800,139154,13333,35151
