,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,Coxs_Bazar,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Primary school - Govt.,Primary school - Non- govt.,Primary school - Total,Number of teacher - Govt.,Number of teacher - Non- govt.,Number of teacher - Total,Number of student - Govt.,Number of student - Non- govt.,Number of student - Total,Students per teacher
4,Chakaria,9,4,13,36,16,52,6971,1248,219,158
5,Cox's Bazar Sadar,10,4,14,54,16,68,3800,2480,6280,81
6,Kutubdia,0,0,0,0,0,0,0,0,0,0
7,Moheshkhali,3,3,6,29,11,40,2195,850,3045,9
8,Pekua,0,0,0,0,0,0,0,0,0,0
9,Ramu,0,0,0,0,0,0,0,0,0,0
10,Teknaf,2,2,4,19,7,26,1346,888,2234,86
11,Ukhia,0,0,0,0,0,0,0,0,0,0
12,Total,24,13,37,138,50,186,14312,5466,11778,83
