,0,1,2,3,4,5,6
0,"Area, population and density by municipality 2011",,,,,,
1,,,,,,,
2, Upazila,Name of municipality,Area (In sq. km.),Population census-2011,Population census-2011,Population census-2011,Density per sq.km.
3, Upazila,Name of municipality,Area (In sq. km.),Male,Female,Total,Density per sq.km.
4,Gopalganj Sadar,Gopalganj,14.24,26369,24977,51346,3606
5,Kashiani,-,0,0,0,0,0
6,Kotalipara,Kotalipara,2.06,2953,2855,5808,2819
7,Muksudpur,Muksudpur,16.79,9822,9889,19711,1174
8,Tungipara,Tungipara,2.57,4370,4226,8596,3345
9,Total,,35.66,43514,41947,85461,2397
