,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) during the years 2010-11 & 2009-10",,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3,Upazila,2010-11,2010-11,2009-10,2009-10
4,Upazila,Area,Production,Area,Production
5,Gopalganj Sadar,1200,4048,1037,4251
6,Kashiani,88,283,89,282
7,Kotalipara,1215,42628,1192,41843
8,Muksudpur,5,11,3,7
9,Tungipara,25,186,20,230
10,Total,2533,47156,2341,46613
