,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Gopalganj Sadar,3,173,29,202,2400,1922,4322,21
5,Kashiani,1,19,0,19,602,404,1006,57
6,Kotalipara,1,21,1,22,769,712,1491,68
7,Muksudpur,0,0,0,0,0,0,0,0
8,Tungipara,1,55,9,64,471,412,883,14
9,Total,6,268,39,307,4242,3450,7702,25
