,0,1,2,3
0,Number of deep tube-well scheme 2010-11,,,
1,,,,
2, Upazila,Number of deep tube-well - Commissioned,Number of deep tube-well - Operated,Area irrigated (In acre)
3,Atrai,284,282,12535
4,Badalgachhi,289,29,25440
5,Dhamoirhat,352,352,26465
6,Manda,464,464,30547
7,Mahadebpur,572,571,69159
8,Naogaon sadar,114,137,16315
9,Niamatpur,604,604,85042
10,Patnitala,354,96,33877
11,Porsha,283,9,15198
12,Raninagar,324,45,20995
13,Sapahar,315,323,18500
14,Total,3955,2912,354073
