,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,Naogaon,,,,
2,(In sq. km.),,,,
3,Upazila,Total area,Land area,Reserve forest,Riverine Area
4,Atrai,284.40,282.89,0,1.51
5,Badalgachhi,213.97,213.97,0,0
6,Dhamoirhat,300.79,297.78,5.44,0
7,Manda,375.93,372.92,0,3.01
8,Mahadebpur,397.66,395.79,0,1.87
9,Naogaon sadar,275.72,274.45,0,1.27
10,Niamatpur,449.09,449.09,0,0
11,Patnitala,382.38,366.94,14.01,1.43
12,Porsha,252.83,252.83,0,0
13,Raninagar,258.32,258.32,0,0
14,Sapahar,244.48,244.48,0,0
15,Total,3435.65,3407.04,19.45,9.09
