,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (class I-V), teacher and student in the municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2,Municipality,Primary school Govt.,Primary school Non- govt.,Primary school Total,Number of teacher Govt.,Number of teacher Non- govt.,Number of teacher Total,Number of student Govt.,Number of student Non- govt.,Number of student Total,Students per teacher
3,Austagram,0,0,0,0,0,0,0,0,0,0
4,Bajitpur,20,0,20,109,0,109,4807,0,4807,44
5,Bhairab,15,3,18,83,13,96,9906,1349,11255,117
6,Hossainpur,4,5,9,37,20,57,2105,800,2905,51
7,Itna,0,0,0,0,0,0,0,0,0,0
8,Karimganj,4,1,5,25,4,29,1635,285,1920,66
9,Katiadi,9,2,11,54,7,61,4638,473,5111,84
10,Kishoreganj Sadar,23,1,24,174,4,178,9460,212,9672,54
11,Kuliar-char,7,1,8,35,4,39,2240,160,2400,62
12,Mithamain,0,0,0,0,0,0,0,0,0,0
13,Nikli,0,0,0,0,0,0,0,0,0,0
14,Pakundia,12,13,25,63,42,95,2550,1752,4302,45
15,Tarail,0,0,0,0,0,0,0,0,0,0
16,Total,94,26,120,580,94,664,37341,5031,42372,64
