,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,Kurigram,,,,
2,,,,,
3,  Upazila,  Name of land/river/sea port, Name of Important or historical/tourist place/object, Name of important /famous crop or food production,Distance between district head quarter  upazila by road (km)
4,Bhurungamari,-,Sonahat Baily Bridge,Rice,42
5,Char Rajibpur,Brhmaputra,Bir Pratick Arman Bebi Bari,Jute,62
6,Chilmari,Brahma putra,AustamiMala,Rice,29
7,Kurigram Sadar,Brahmaputradha rta,Darala Bridge,Brinjal Daddy,02
8,Nageshwari,Brahmaputradha rta,-,Rice .Wheat,22
9,Phulbari,Dharla,Nowdanga Zamidar Bari,Rice,25
10,Rajarhat,-,Panja Raj Bari,Supari,11
11,Raumari,-,Danga,-,49
12,Ulipur,-,Kadair Mosque,Rice,18
