,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,Kurigram,,,,
2,,,,,
3,Upazila,Number of pump fielded - Electric,Number of pump fielded - Diesel,Number of pump fielded - Total,Area irrigated (in acre)
4,Bhurungamari,870,4850,5720,32305
5,Char Rajibpur,10,1455,1465,14326
6,Chilmari,185,1510,1695,20895
7,Kurigram Sadar,49,1439,1488,15500
8,Nageshwari,192,828,1020,36653
9,Phulbari,872,3500,4372,24213
10,Rajarhat,1158,3207,4365,33357
11,Raumari,130,5702,5832,13500
12,Ulipur,2384,1950,4334,44950
13,Total,5850,24441,30291,235699
