,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,Chandpur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Chandpur Sadar,28,363,42,405,2872,4368,7240,18
5,Foridganj,52,750,4,754,3751,4448,8199,11
6,Haimchar,11,82,5,87,952,1326,2278,26
7,Hajiganj,22,287,15,302,2870,4443,7313,24
8,Kachua,35,386,34,420,8320,9839,18159,43
9,Matlab Dakshin,17,218,12,230,1705,2991,4696,20
10,Matlab Uttar,12,162,22,184,1235,1540,2775,15
11,Shahrasti,20,281,22,303,1667,3035,4702,16
12,Total,197,2529,156,2685,23372,31990,55362,22
