,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,Chandpur,,,,,,,
2,,,,,,,,
3, Upazila, Pond, Dighee,Rivers flow,Flood camps/shelter,Cyclone shelter,Stadium/ Playground,Park/ Amusement Park
4,Chandpur Sadar,9503,20,3,34,6,66,3
5,Foridganj,10817,85,1,0,0,47,0
6,Haimchar,458,12,2,25,13,5,0
7,Hajiganj,9490,20,1,1,0,27,0
8,Kachua,6604,1,0,8,0,35,0
9,Matlab Dakshin,3706,40,1,3,0,41,0
10,Matlab Uttar,3896,0,2,10,0,40,0
11,Shahrasti,6078,62,1,0,0,50,0
12,Total,50552,240,11,81,19,311,3
