,0,1,2,3,4,5,6,7
0,"Area, population and literacy rate by municipality 2011 Manikganj Town",,,,,,,
1,Manikganj,,,,,,,
2,(Enumerated Figure),,,,,,,
3,Word No.,Area (sq.km),H/H,Population-Total,Population €œ Male,Population €œ Female,Sex Ratio,Literacy 7+ yrs
4,Ward-01,2.03,2628,11375,5902,5473,108,70
5,Ward-02,5.34,1809,8271,4452,3819,117,58.7
6,Ward-03,1.1,1725,7447,3625,3822,95,78.1
7,Ward-04,2.48,1369,6126,2995,3131,96,55.9
8,Ward-05,0.96,1564,7030,3567,3463,103,80.1
9,Ward-06,2.02,2280,9842,4899,4973,99,79.9
10,Ward-07,4.3,2849,11920,5907,6013,98,71.4
11,Ward-08,-,542,2294,1120,1174,95,52.8
12,Ward-09,4.9,1693,7393,3617,3776,96,56.9
13,Total,23.13,16459,71698,36084,35614,101,69.1
