,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Manikganj,,,,,
2,,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
4,Daulotpur,128,60,48,20,39
5,Gheor,16,7,0,0,2
6,Horirampur,60,38,24,0,20
7,Manikganj Sadar,350,200,0,0,0
8,Saturia,75,50,70,50,105
9,Singair,152,85,15,12,58
10,Shibalaya,380,210,40,15,12
11,Total,1161,650,197,97,236
