,0,1,2,3,4,5,6,7,8,9
0,Number of selected industry 2011,,,,,,,,,
1,"
Upazila",Textile mill,Garments factory,Rice mill,Match factory,Steel and engineering,"
Aluminium","
Jute mill","
Sugar mill","
Others"
2,Atwari,0,0,0,0,0,0,0,0,0
3,Boda,0,0,127,0,0,0,1,0,0
4,Debiganj,0,0,84,0,0,0,0,0,0
5,Panchagarh Sadar,0,0,0,0,0,0,0,1,0
6,Tentulia,0,0,37,0,0,0,0,0,0
7,Total,0,0,248,0,0,0,1,1,0
