,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,(Capacity in metric ton),,,,,,,,
2,"
Upazila",Food godown,Food godown,Fertilizer godown,Fertilizer godown,Jute godown,Jute godown,Other godown,Other godown
3,"
Upazila",Number,Capacity,Number,Capacity,Number,Capacity,Number,Capacity
4,Atwari,3,7000,0,0,0,0,0,0
5,Boda,2,3500,0,0,0,0,0,0
6,Debiganj,5,5000,0,0,0,0,0,0
7,Panchagarh Sadar,5,6500,0,0,0,0,12,400
8,Tentulia,2,1200,0,0,0,0,0,0
9,Total,17,23200,0,0,0,0,12,400
