,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of Government primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of Government primary school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Araihazar,95,348,286,634,2064,25242,45896,72
5,Bandar,62,115,310,425,12611,14109,26720,63
6,Narayanganj Sadar,104,239,604,843,67703,66459,134162,159
7,Rupganj,82,206,310,436,15225,16492,31717,73
8,Sonargaon,82,245,281,526,13187,14870,28057,53
9,Total,425,1153,1791,2864,110790,137172,266552,93
