,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Araihazar,4,14835,1766,215,43,1,4046,15,16,0
6,Bandar,5,22039,1553,561,31,3,17401,1954,583,48
7,Narayanganj Sadar,18,34329,8161,3608,104,11,48075,5828,1168,129
8,Rupganj,2,15818,2784,211,23,1,7971,713,91,11
9,Sonargaon,3,11421,758,422,35,3,18994,1306,437,22
10,Total,32,98442,15022,5017,236,19,96487,9816,2295,210
