,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,,,,,,
2,Upazila,UREA,TSP,MP,DAP,Others
3,Assasuni,3240,841,755,491,222
4,Debhata,1960,821,378,252,345
5,Kalaroa,3520,1678,1065,960,692
6,Kaliganj,320,1209,820,780,563
7,Satkhira Sadar,8900,560,780,336,205
8,Shyamnagar,3100,924,595,588,400
9,Tala,18200,2242,1034,834,190
10,Total,39240,8275,5427,4241,2617
