,0,1,2,3,4,5,6
0,"Area and production of pepper, onion and garlic 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Pepper Area,Pepper Production,Onion Area,Onion Production,Garlic Area,Garlic Production
3,Assasuni,45,36,24,66,21,55
4,Debhata,43,50,60,192,37,10
5,Kalaroa,98,64,272,823,80,236
6,Kaliganj,185,190,175,381,115,225
7,Satkhira Sadar,58,177,263,541,86,53
8,Shyamnagar,56,99,67,139,80,153
9,Tala,634,1586,598,1613,366,717
10,Total,1119,2203,1459,3755,785,1449
