,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,,,,,,
2, Upazila,Number of handloom,Person engaged Family member,Person engaged Regular,Person engaged Hired /Casual, Total
3,Assasuni,0,0,0,0,0
4,Debhata,0,0,0,0,0
5,Kalaroa,0,0,0,0,0
6,Kaliganj,500,500,0,68,568
7,Satkhira Sadar,10,56,20,30,106
8,Shyamnagar,19,28,4,6,38
9,Tala,51,102,0,0,102
10,Total,580,686,24,104,814
