,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,"(Price unit per kg, taka)",,,,,,,
2,Upazila,Fine rice (minicate),Medium rice,Coarse rice (normal),Wheat,Coarse flour (Aata),Potato,Soyabean oil
3,Baghaichhari,45,36,28,0,32,12,125
4,Barkal,45,34,28,0,28,15,140
5,Belai Chhari,52,35,30,0,30,15,135
6,Jurai Chhari,38,25,23,0,30,15,140
7,Kaptai,47,36,30,0,32,13,135
8,Kawkhali,48,35,30,0,30,15,135
9,Langadu,40,34,28,23,27,18,130
10,Naniarchar,42,36,30,0,35,15,126
11,Rangamati Sadar,48,36,30,0,39,15,130
12,Rajasthali,55,35,30,0,30,15,130
13,Average,46,34,29,23,31,15,133
