,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,,,,,,
2, Upazila,Total farm holding,Total farm holding,Spraying farm holding,Spraying farm holding,Reporting area sprayed
3, Upazila,Number,Cropped area,Number,Cropped area,Reporting area sprayed
4,Fulchhari,20946,1200,19500,45323,20500
5,Gaibandha Sadar,71754,50690,43052,48200,48200
6,Gobindaganj,77130,86493,77130,84534,84534
7,Palashbari,29515,33040,23420,25200,6320
8,Sadullapur,42376,42915,42376,42915,28610
9,Saghata,67056,44750,33528,44750,22375
10,Sundarganj,60592,85402,50590,73402,56360
11,Total,369369,344490,289596,364324,266899
