,0,1,2,3,4
0,Number of bamboo and cane industry and person engaged 2011,,,,
1,"
Upazila","
Unit",Person engaged,Person engaged,Person engaged
2,"
Upazila","
Unit",Family,Hired,Total
3,Fulchhari,20,40,0,40
4,Gaibandha Sadar,94,370,100,470
5,Gobindaganj,611,925,0,925
6,Palashbari,831,1720,0,1720
7,Sadullapur,202,385,37,422
8,Saghata,35,70,35,105
9,Sundarganj,145,435,150,585
10,Total,1938,3945,322,4267
