,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,"
Upazila","
Pond","
Dighee",River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,"Park/ amusement
park"
2,Fulchhari,820,15,2,2,0,0,0
3,Gaibandha Sadar,2478,10,4,0,0,1,1
4,Gobindaganj,6000,227,1,0,0,0,0
5,Palashbari,3960,0,2,0,0,25,1
6,Sadullapur,1077,950,2,2,2,15,0
7,Saghata,2051,1300,3,5,0,7,0
8,Sundarganj,6245,0,3,1,0,28,0
9,Total,22631,2502,17,10,2,76,2
