,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Upazila,Rickshaw,Van,"Easy bike and
auto-rickshaw",Tempo,"Nochimon/korimon/
bhotvoti"
2,Fulchhari,150,300,20,15,150
3,Gaibandha Sadar,7897,582,538,103,23
4,Gobindaganj,2700,4450,67,275,492
5,Palashbari,1340,1560,45,60,750
6,Sadullapur,70,2250,42,14,112
7,Saghata,0,250,18,120,230
8,Sundarganj,1100,1250,325,50,150
9,Total,13257,10642,1055,637,1907
