,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat, bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator services 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Growth centre,Hat /Bazar,Poultry farm,Dairy farm,Nursery,Horticulture centre,Brick kiln,Decorator services
3,Kamalnagar,9,9,17,5,2,0,7,16
4,Lakshmipur Sadar,7,64,178,93,22,0,58,105
5,Ramganj,5,38,95,72,14,0,13,27
6,Ramgati,4,14,43,28,7,0,7,16
7,Roypur,3,31,165,22,25,0,3,47
8,Total,28,156,498,220,70,0,88,211
