,0,1,2,3
0,Number of dift'erent club 2011,,,
1,Upazila Sports club Cultural club Science club Other social club,,,
2,Gazaria	1,76,0,1
3,Lauhajang	127,4,0,
4,Munshiganj Sadar	13,7,0,2
5,Serajdikhan	0,0,0,2
6,Sreenagar	5,2,0,60
7,Tongibari	60,60,0,2
8,Total	206,149,0,68
