,0,1,2,3,4
0,Number of co-operative society and member 2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Number of co- operative society,Number of member Male,Number of member Female,Both sex
4,Balaganj,459,7774,2205,9979
5,Beanibazar,90,2400,300,2700
6,Bishwanath,223,3140,1320,4460
7,Companiganj,316,14765,4557,19322
8,Dakhin Surma,95,4005,309,4314
9,Fenchuganj,176,2371,2000,4371
10,Golapganj,215,2777,1678,4455
11,Gowainghat,387,10739,2101,12840
12,Jaintiapur,159,6524,538,7062
13,Kanaighat,252,3040,2000,5040
14,Sylhet City Corporation,186,13311,420,13731
15,Sylhet Sadar,646,12661,3875,16536
16,Zakiganj,122,3826,2345,6171
17,Total,3326,87333,23648,110981
