,0,1,2,3,4,5,6,7,8
0,"Number of agricultural  veterinary college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila/City corporation,Numbe of college,Number of teacher Male,Number of teacher Female,Number of teacher Total,Numbe of student Male,Numbe of student Female,Numbe of student Total,Student per teacher
3,Balaganj,0,0,0,0,0,0,0,0
4,Beanibazar,0,0,0,0,0,0,0,0
5,Bishwanath,0,0,0,0,0,0,0,0
6,Companiganj,0,0,0,0,0,0,0,0
7,Fenchuganj,0,0,0,0,0,0,0,0
8,Golapganj,0,0,0,0,0,0,0,0
9,Gowainghat,0,0,0,0,0,0,0,0
10,Jaintiapur,0,0,0,0,0,0,0,0
11,Kanaighat,0,0,0,0,0,0,0,0
12,Sylhet city corporation,0,0,0,0,0,0,0,0
13,Sylhet sadar,1,82,28,110,1500,500,2000,18
14,Zakiganj,0,0,0,0,0,0,0,0
15,Dakhin surma,0,0,0,0,0,0,0,0
16,Total,1,82,28,110,1500,500,2000,18
