,0,1,2,3,4,5
0,"Number of employee, member by type 2011",,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Police personnel,Ansar personnel,VDP personnel,Autonomous Body,Local govt. employee
4,Balaganj,70,580,14208,0,426
5,Beanibazar,40,452,11776,5,115
6,Bishwanath,21,46,285,3,62
7,Companiganj,44,140,140,11,39
8,Dakhin Surma,62,100,320,10,32
9,Fenchuganj,58,343,7430,10,32
10,Golapganj,60,100,256,2,31
11,Gowainghat,55,388,6912,0,88
12,Jaintiapur,27,200,2400,1,6
13,Kanaighat,39,3,2,0,20
14,Sylhet City Corporation,1543,765,0,410,127
15,Sylhet Sadar,5,356,3840,0,86
16,Zakiganj,37,750,750,1,47
17,Total,2061,4223,48319,453,1111
