,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Sylhet,,,,,
2,(In metric ton),,,,,
3,Upazila/City Corporation,UREA,TSP,MP,DAP,Other
4,Balaganj,4810,2350,2040,50,0
5,Beanibazar,1098,83,112,0,0
6,Bishwanath,1267.7,203.35,363.35,0,0
7,Companiganj,593,53,53.55,0,0
8,Dakhin Surma,3000,700,350,100,206
9,Fenchuganj,702.7,115.85,125.85,0,0
10,Golapganj,150,50,38,11,5
11,Gowainghat,1360,156,178,0,0
12,Jaintiapur,565,50,0,105,15
13,Kanaighat,1365,335,300,18,0
14,Sylhet City Corporation,0,0,0,0,0
15,Sylhet Sadar,2792,2163,1057,0,320
16,Zakiganj,1146,79,108,0,0
17,Total,18849.4,6338.2,4725.75,284,546
