,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,Sylhet,,,,,,,
2,,,,,,,,
3,Upazila/City Corporation,Pond,Dighee,Rivers flow,Flood camps/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
4,Balaganj,8150,0,3,3,0,10,0
5,Beanibazar,3250,25,3,4,0,15,0
6,Bishwanath,2320,40,2,1,0,4,0
7,Companiganj,519,0,7,22,0,9,0
8,Dakhin Surma,3398,26,2,49,0,23,1
9,Fenchuganj,1125,1,3,0,0,7,0
10,Golapganj,8173,12,3,5,0,15,1
11,Gowainghat,2128,2,8,16,0,15,4
12,Jaintiapur,3258,2,5,0,0,0,0
13,Kanaighat,5243,5,45,5,0,1,0
14,Sylhet City Corporation,16,4,1,0,0,3,3
15,Sylhet Sadar,3375,0,3,4,4,25,5
16,Zakiganj,6262,33,2,0,0,1,0
17,Total,47217,150,87,109,4,128,14
