,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Units,Person engaged Family,Person engaged Hired,Person engaged Total
4,Balaganj,35,35,105,140
5,Beanibazar,27,54,128,182
6,Bishwanath,15,15,38,53
7,Companiganj,10,20,40,60
8,Dakhin Surma,32,15,167,182
9,Fenchuganj,14,55,40,95
10,Golapganj,37,42,151,193
11,Gowainghat,17,25,51,76
12,Jaintiapur,14,10,50,60
13,Kanaighat,150,300,450,750
14,Sylhet City Corporation,48,54,169,223
15,Sylhet Sadar,11,25,53,78
16,Zakiganj,38,10,158,188
17,Total,448,660,1600,2280
