,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school, teacher and student by municipality, city corporation 2011",,,,,,,,,,
1,Sylhet,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila/City Corporation,Primary school Govt.,Primary school Non- Govt.,Primary school Total,Teacher Govt.,Teacher Non- Govt.,Teacher Total,Student Govt.,Student Non- Govt.,Student Total,Students per teacher
4,Balaganj,0,0,0,0,0,0,0,0,0,0
5,Beanibazar,9,2,11,61,11,72,2950,580,3530,49
6,Bishwanath,0,0,0,0,0,0,0,0,0,0
7,Companiganj,0,0,0,0,0,0,0,0,0,0
8,Dakhin Surma,0,0,0,0,0,0,0,0,0,0
9,Fenchuganj,0,0,0,0,0,0,0,0,0,0
10,Golapganj,8,3,12,47,10,57,3242,578,3820,67
11,Gowainghat,0,0,0,0,0,0,0,0,0,0
12,Jaintiapur,0,0,0,0,0,0,0,0,0,0
13,Kanaighat,15,20,35,60,78,138,4925,2072,6997,50
14,Sylhet City Corporation,37,0,37,262,0,262,18500,0,18500,71
15,Sylhet Sadar,0,0,0,0,0,0,0,0,0,0
16,Zakiganj,2,3,5,10,16,26,940,1100,2040,78
17,Total,71,28,100,440,115,555,30557,4330,34887,63
