,0,1,2,3,4
0,Occurrence of river erosion in the following year 2008-2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,2008,2009,2010,2011
4,Balaganj,Yes,Yes,Yes,Yes
5,Beanibazar,Yes,No,Yes,No
6,Bishwanath,No,No,No,No
7,Companiganj,No,No,No,No
8,Dakhin Surma,No,No,No,No
9,Fenchuganj,No,No,No,No
10,Golapganj,No,Yes,Yes,Yes
11,Gowainghat,Yes,Yes,Yes,No
12,Jaintiapur,No,No,No,No
13,Kanaighat,No,No,No,No
14,Sylhet City Corporation,No,No,No,No
15,Sylhet Sadar,Yes,Yes,Yes,Yes
16,Zakiganj,No,No,No,No
