,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy-bike and and auto-rickshaw 2011",,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Rickshaw,Van,Easy -bike and auto-rickshaws,Tempo,Nochimon/ Korimon/ Bhotvoti
4,Balaganj,85,32,78,33,19
5,Beanibazar,140,50,28,22,66
6,Bishwanath,992,380,173,128,11
7,Companiganj,312,71,15,17,8
8,Dakhin Surma,150,70,90,67,42
9,Fenchuganj,100,70,69,29,12
10,Golapganj,109,108,35,20,10
11,Gowainghat,80,12,33,6,13
12,Jaintiapur,200,59,25,19,20
13,Kanaighat,100,65,90,10,43
14,Sylhet City Corporation,752,67,219,163,3
15,Sylhet Sadar,405,121,91,73,21
16,Zakiganj,500,27,5,16,37
17,Total,3925,1132,951,603,305
