,0,1,2,3,4
0,Number of branch of Grameen Bank 2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Number of branch,Number of employee,Number of member,Number of account
4,Balaganj,5,27,12426,12886
5,Beanibazar,5,30,10500,15260
6,Bishwanath,2,10,1292,3172
7,Companiganj,2,10,11827,236
8,Dakhin Surma,0,0,0,0
9,Fenchuganj,0,0,0,0
10,Golapganj,4,43,2522,3657
11,Gowainghat,5,30,23144,23144
12,Jaintiapur,3,20,8541,12970
13,Kanaighat,3,17,1635,2492
14,Sylhet City Corporation,0,0,0,0
15,Sylhet Sadar,3,17,8048,8048
16,Zakiganj,4,24,3827,4350
17,Total,36.00,228.00,83762.00,86215.00
