,0,1,2,3,4,5,6
0,Literacy ( 7+ ) rate of 2001  2011,,,,,,
1,,,,,,,
2,Upazila/City corporation,2001 Male,2001 Female,2001 Both,2011 Male,2011 Female,2011 Both
3,Balaganj,50.42,45.19,47.85,51.2,49.3,50.2
4,Beanibazar,55.6,49.56,52.52,61.6,57.9,59.7
5,Bishwanath,43.49,36.31,39.94,46.96,48.7,45.1
6,Companiganj,27,18.03,22.75,28.8,30.9,26.5
7,Dakhin surma,62.4,54.42,58.83,56,57.7,54.3
8,Fenchuganj,46.29,48.97,43.59,50.5,51.2,49.8
9,Golapganj,50.89,45.64,48.24,57..0,58.2,55.9
10,Gowainghat,27.02,18.29,22.81,32.7,35,30.4
11,Jaintiapur,39.51,30.34,35.11,41.2,43.6,38.8
12,Kanaighat,29.02,34.43,24.89,43.5,45.8,41.4
13,Sylhet city corporation,65,0,0,67.8,71.1,63.9
14,Sylhet sadar,59.14,63.09,54.61,61.3,64.6,57.6
15,Zakiganj,49.97,40.46,45.22,49.4,51.9,47
16,Total,49.4,41.6,45.6,53.5,48.9,51.2
