,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/City corporation,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Balaganj,81,246,39,38,59,127
4,Beanibazar,46.6,178,73,234,73,175
5,Bishwanath,50,100,210,820,58,58
6,Companiganj,107,133,491,754,118,90
7,Dakhin surma,31,94,0,0,18,21
8,Fenchuganj,28,84,102,352,27,9.18
9,Golapganj,60,120,55,24,160,328
10,Gowainghat,263,620.68,217,376.02,271,292.47
11,Jaintiapur,58,3,536,1.7,102,1.4
12,Kanaighat,5.2,3800,615,3500,750,3500
13,Sylhet city corporation,0,0,0,0,0,0
14,Sylhet sadar,370,3750,370,9750,457,30525
15,Zakiganj,123,25,180,1500,100,1000
16,Total,1222.8,9153.68,2888,17349.72,2193,36127.05
