,0,1,2,3,4
0,Number of different club 2011,,,,
1,Sylhet,,,,
2,,,,,
3,Upazila/City Corporation,Sports club,Cultural club,Science club,"Other social club (like officers club, rifle club etc.)"
4,Balaganj,1,14,0,1
5,Beanibazar,4,2,0,8
6,Bishwanath,18,3,0,4
7,Companiganj,21,0,0,3
8,Dakhin Surma,52,13,0,0
9,Fenchuganj,0,0,0,2
10,Golapganj,2,5,1,6
11,Gowainghat,2,1,0,15
12,Jaintiapur,19,1,0,2
13,Kanaighat,0,0,0,0
14,Sylhet City Corporation,43,33,2,2
15,Sylhet Sadar,250,25,0,3
16,Zakiganj,2,2,0,1
17,Total,414,99,3,47
